BEN;CO;MXIL;NO;NO2;O3;PM2.5;SO2;TOL
0.39;0.35;0.58;7.0;28.0;58.0;9.0;4.0;1.08
0.54;0.37;0.63;20.0;35.0;52.0;7.0;2.0;1.18
0.42;0.37;0.53;8.0;28.0;50.0;10.0;5.0;1.09
0.76;0.49;2.37;50.0;43.0;24.0;9.0;3.0;4.47
0.47;0.37;1.07;22.0;33.0;47.0;7.0;2.0;2.18
0.44;0.34;0.68;14.0;27.0;59.0;8.0;5.0;1.07
0.63;0.45;0.95;20.0;37.0;46.0;10.0;3.0;1.57
0.49;0.42;1.19;9.0;20.0;43.0;10.0;2.0;1.09
0.58;0.37;1.11;6.0;3.0;46.0;11.0;2.0;1.71
0.92;0.63;2.09;22.0;25.0;24.0;19.0;8.0;3.19
0.86;0.61;1.82;33.0;36.0;32.0;16.0;5.0;2.96
0.42;0.35;0.53;6.0;30.0;46.0;9.0;3.0;1.13
0.3;0.3;0.45;6.0;27.0;50.0;7.0;6.0;0.89
0.62;0.43;0.72;8.0;27.0;42.0;10.0;8.0;1.49
0.48;0.37;0.75;7.0;17.0;48.0;11.0;1.0;0.93
0.38;0.32;0.35;6.0;25.0;52.0;7.0;3.0;0.7
0.44;0.34;0.61;12.0;28.0;34.0;10.0;7.0;1.47
0.65;0.51;1.54;7.0;27.0;31.0;17.0;13.0;1.27
0.93;0.77;1.32;11.0;35.0;19.0;21.0;2.0;1.94
1.4;0.99;1.5;9.0;38.0;14.0;20.0;11.0;2.2
0.76;0.63;0.69;6.0;20.0;32.0;23.0;7.0;1.04
0.36;0.32;0.21;2.0;7.0;58.0;16.0;8.0;0.4
0.29;0.29;0.22;2.0;9.0;56.0;13.0;9.0;0.35
0.68;0.45;0.66;9.0;21.0;39.0;17.0;9.0;1.29
0.83;0.51;0.93;16.0;23.0;41.0;17.0;11.0;1.85
0.52;0.38;0.44;4.0;16.0;64.0;14.0;10.0;0.98
0.46;0.38;0.2;5.0;21.0;63.0;17.0;11.0;0.56
0.68;0.43;0.74;5.0;22.0;55.0;22.0;14.0;0.91
0.63;0.35;0.28;2.0;11.0;67.0;22.0;14.0;0.72
0.31;0.31;0.18;2.0;10.0;67.0;6.0;8.0;0.27
0.5;0.4;0.17;3.0;16.0;47.0;10.0;14.0;0.52
0.64;0.48;0.21;6.0;19.0;40.0;14.0;5.0;0.82
0.36;0.31;0.19;2.0;12.0;71.0;12.0;3.0;0.41
0.35;0.37;0.24;2.0;16.0;72.0;14.0;4.0;0.46
0.51;0.41;0.6;7.0;23.0;50.0;13.0;12.0;1.21
0.18;0.34;0.18;2.0;3.0;72.0;6.0;3.0;0.32
0.18;0.26;0.18;2.0;6.0;59.0;5.0;3.0;0.29
0.86;0.55;0.21;3.0;17.0;41.0;12.0;7.0;0.86
0.93;0.7;0.15;6.0;20.0;32.0;15.0;14.0;0.93
0.92;0.75;0.14;4.0;21.0;28.0;15.0;8.0;1.02
0.24;0.45;0.09;3.0;9.0;39.0;7.0;2.0;0.59
0.13;0.36;0.08;2.0;2.0;48.0;5.0;2.0;0.3
0.17;0.37;0.07;2.0;2.0;48.0;8.0;3.0;0.22
0.13;0.35;0.26;2.0;10.0;66.0;6.0;13.0;0.64
0.43;0.44;1.0;3.0;8.0;37.0;13.0;2.0;1.23
0.32;0.41;0.75;3.0;6.0;56.0;8.0;11.0;1.06
0.3;0.36;0.71;9.0;20.0;54.0;5.0;2.0;1.49
0.36;0.38;0.4;7.0;21.0;45.0;6.0;2.0;1.15
0.23;0.37;0.74;3.0;13.0;48.0;6.0;3.0;0.66
0.16;0.32;0.07;2.0;9.0;53.0;5.0;3.0;0.32
0.13;0.36;0.25;3.0;12.0;53.0;6.0;3.0;0.61
0.13;0.35;0.1;3.0;14.0;60.0;8.0;3.0;0.53
0.27;0.37;0.53;4.0;15.0;57.0;9.0;3.0;0.74
0.27;0.37;0.2;3.0;16.0;52.0;10.0;2.0;0.89
0.44;0.53;0.29;3.0;11.0;41.0;20.0;3.0;1.1
0.35;0.41;0.09;3.0;7.0;44.0;14.0;2.0;0.63
0.16;0.37;0.07;2.0;8.0;50.0;10.0;2.0;0.4
0.21;0.35;0.16;4.0;15.0;49.0;6.0;2.0;0.63
0.14;0.32;0.46;4.0;14.0;58.0;5.0;2.0;0.59
0.34;0.4;0.71;9.0;26.0;34.0;9.0;2.0;1.68
0.19;0.34;0.24;3.0;9.0;51.0;6.0;2.0;0.99
0.16;0.31;0.17;2.5;5.5;42.0;4.5;2.0;0.74
0.12;0.28;0.1;2.0;2.0;33.0;3.0;2.0;0.49
0.24;0.36;0.25;2.0;3.0;31.0;7.0;2.0;0.6
0.41;0.42;0.28;2.0;9.0;31.0;9.0;2.0;0.66
0.58;0.47;2.98;16.0;12.0;39.0;12.0;2.0;4.13
0.44;0.41;0.42;3.0;11.0;48.0;8.0;2.0;1.28
0.21;0.34;0.93;3.0;9.0;48.0;7.0;2.0;0.85
0.44;0.47;0.41;3.0;12.0;43.0;12.0;3.0;1.06
0.45;0.51;0.53;2.0;7.0;38.0;14.0;2.0;1.19
0.21;0.35;0.1;2.0;5.0;51.0;7.0;2.0;0.47
0.09;0.34;0.1;2.0;5.0;58.0;4.0;3.0;0.33
0.2;0.35;0.81;9.0;11.0;49.0;7.0;2.0;0.91
0.09;0.33;0.09;2.0;10.0;55.0;5.0;2.0;0.36
0.08;0.34;0.09;3.0;12.0;46.0;6.0;2.0;0.54
0.09;0.34;0.12;2.0;9.0;54.0;5.0;2.0;0.34
0.21;0.4;0.27;2.0;7.0;63.0;9.0;2.0;0.68
0.35;0.33;0.45;2.0;6.0;63.0;9.0;2.0;1.19
0.36;0.38;0.45;2.0;8.0;55.0;11.0;2.0;1.19
0.5;0.49;0.63;3.0;6.0;46.0;14.0;4.0;1.7
0.58;0.55;0.99;4.0;17.0;47.0;14.0;3.0;1.34
0.44;0.45;2.32;4.0;17.0;51.0;14.0;2.0;2.44
0.31;0.42;0.38;3.0;16.0;63.0;14.0;3.0;1.21
0.19;0.34;0.25;4.0;16.0;51.0;8.0;3.0;0.91
0.08;0.3;0.38;2.0;7.0;58.0;4.0;2.0;0.64
0.07;0.28;0.07;2.0;5.0;56.0;5.0;2.0;0.22
0.1;0.3;0.16;3.0;11.0;54.0;8.0;2.0;0.64
0.14;0.33;0.41;5.0;14.0;43.0;8.0;2.0;0.81
0.31;0.38;0.68;4.0;18.0;45.0;11.0;3.0;1.09
0.64;0.57;1.44;10.0;33.0;43.0;17.0;7.0;2.38
0.61;0.54;1.23;7.0;29.0;50.0;17.0;5.0;1.67
0.58;0.51;0.86;4.0;25.0;46.0;16.0;4.0;1.37
0.55;0.48;0.49;2.0;21.0;41.0;15.0;3.0;1.07
0.89;0.52;3.94;4.0;21.0;44.0;15.0;3.0;3.22
0.53;0.52;0.53;4.0;21.0;37.0;15.0;3.0;1.2
0.2;0.41;0.24;3.0;16.0;61.0;15.0;2.0;0.75
0.09;0.32;0.11;4.0;14.0;70.0;7.0;2.0;0.33
0.12;0.29;0.29;5.0;12.0;51.0;6.0;3.0;0.49
0.11;0.19;0.33;4.0;12.0;52.0;6.0;2.0;0.51
0.1;0.2;0.34;5.0;14.0;52.0;5.0;2.0;0.5
0.11;0.19;0.33;6.0;14.0;52.0;5.0;1.0;0.51
0.09;0.09;0.38;5.0;16.0;53.0;5.0;1.0;0.52
0.08;0.09;0.13;6.0;17.0;53.0;7.0;1.0;0.7
0.12;0.09;0.58;8.0;19.0;40.0;4.0;1.0;0.74
0.09;0.09;0.14;7.0;17.0;58.0;5.0;1.0;0.47
0.1;0.08;0.13;4.0;15.0;65.0;5.0;1.0;0.38
0.12;0.08;0.41;3.0;13.0;48.0;6.0;1.0;0.51
0.1;0.09;0.25;7.0;15.0;44.0;5.0;1.0;0.68
0.09;0.08;0.1;6.0;17.0;43.0;4.0;2.0;0.58
0.1;0.08;0.23;5.0;19.0;45.0;5.0;3.0;0.85
0.34;0.08;0.29;5.0;16.0;43.0;6.0;3.0;1.25
0.58;0.11;0.34;7.0;21.0;41.0;9.0;3.0;1.65
0.45;0.15;0.3;3.0;18.0;45.0;10.0;3.0;1.49
0.22;0.08;0.24;3.0;12.0;36.0;7.0;2.0;0.72
0.43;0.23;0.23;4.0;15.0;39.0;10.0;3.0;1.11
0.69;0.29;1.09;8.0;29.0;35.0;20.0;3.0;3.14
0.57;0.14;0.45;4.0;23.0;46.0;18.0;1.0;1.44
0.38;0.11;0.36;4.0;22.0;47.0;12.0;1.0;1.17
0.19;0.08;0.27;4.0;23.0;48.0;12.0;2.0;0.9
0.22;0.08;0.45;5.0;15.0;27.0;6.0;2.0;0.84
0.09;0.08;0.16;3.0;8.0;34.0;4.0;2.0;0.32
0.15;0.11;0.18;4.0;17.0;39.0;5.0;2.0;0.56
0.35;0.14;0.67;8.0;19.0;32.0;7.0;2.0;1.05
0.24;0.12;0.4;6.0;16.5;32.5;6.0;2.0;0.8
0.12;0.1;0.14;4.0;14.0;33.0;5.0;2.0;0.56
0.1;0.1;0.19;6.0;17.0;39.0;4.0;2.0;0.76
0.13;0.13;0.39;5.0;15.0;45.0;6.0;2.0;0.61
0.18;0.21;0.57;5.0;18.0;45.0;9.0;3.0;0.78
0.31;0.29;0.39;3.0;15.0;42.0;11.0;3.0;0.73
0.09;0.12;0.23;3.0;11.0;37.0;4.0;3.0;0.44
0.08;0.09;0.08;3.0;8.0;53.0;6.0;3.0;0.4
0.11;0.12;0.31;2.0;12.0;62.0;9.0;3.0;0.69
0.21;0.18;0.31;3.0;19.0;57.0;10.0;3.0;0.84
0.28;0.18;1.02;4.0;15.0;38.0;5.0;2.0;1.28
0.07;0.09;0.07;2.0;8.0;57.0;5.0;1.0;0.22
0.08;0.1;0.07;2.0;8.0;70.0;7.0;1.0;0.27
0.13;0.13;0.16;3.0;16.0;71.0;7.0;2.0;0.6
0.11;0.16;0.15;3.0;15.0;52.0;9.0;6.0;0.6
0.11;0.15;0.15;4.0;13.0;41.0;6.0;4.0;0.5
0.08;0.11;0.14;3.0;10.0;51.0;5.0;3.0;0.5
0.08;0.12;0.08;3.0;10.0;50.0;6.0;5.0;0.52
0.28;0.22;0.55;3.0;16.0;51.0;10.0;8.0;0.76
0.37;0.22;0.33;2.0;15.0;51.0;15.0;3.0;0.79
0.1;0.13;0.17;3.0;13.0;52.0;7.0;2.0;0.64
0.11;0.12;0.3;3.0;12.0;53.0;6.0;2.0;0.56
0.2;0.17;0.46;4.0;17.0;65.0;12.0;7.0;0.97
0.15;0.15;0.5;3.0;17.0;73.0;14.0;2.0;0.77
0.11;0.12;0.26;2.0;12.0;80.0;7.0;4.0;0.5
0.22;0.15;0.23;3.0;15.0;47.0;9.0;5.0;0.73
0.3;0.2;0.67;3.0;14.0;28.0;6.0;6.0;0.97
0.27;0.19;0.87;6.0;14.0;36.0;8.0;6.0;1.21
0.08;0.12;0.11;3.0;11.0;39.0;4.0;1.0;0.48
0.12;0.12;0.44;4.0;13.0;37.0;5.0;2.0;0.91
0.1;0.11;0.28;3.0;12.0;38.0;4.5;1.0;0.69
0.18;0.12;0.67;6.0;25.0;38.5;6.0;4.0;1.01
0.36;0.13;1.06;10.0;37.0;39.0;8.0;7.0;1.32
0.32;0.2;0.26;5.0;38.0;29.0;9.0;5.0;2.25
0.29;0.11;0.46;8.0;35.0;28.0;6.0;4.0;1.21
0.11;0.1;0.15;6.0;25.0;46.0;3.0;4.0;0.32
0.14;0.11;0.15;5.0;15.0;45.0;5.0;3.0;0.43
0.14;0.11;0.22;4.0;13.0;44.0;4.0;5.0;0.51
0.37;0.32;0.81;14.0;28.0;25.0;9.0;7.0;1.26
0.17;0.1;0.28;4.0;16.0;49.0;10.0;8.0;1.02
0.11;0.09;0.09;2.0;12.0;57.0;10.0;4.0;0.53
0.08;0.11;0.12;3.0;16.0;60.0;7.0;10.0;0.55
0.41;0.16;0.53;5.0;25.0;44.0;13.0;12.0;1.49
0.34;0.15;0.44;7.0;19.0;34.0;5.0;9.0;1.22
0.14;0.17;0.16;5.0;17.0;46.0;5.0;15.0;0.69
0.24;0.21;0.23;5.0;20.0;47.0;8.0;24.0;0.79
0.28;0.16;0.61;4.0;16.0;35.0;8.0;3.0;1.07
0.09;0.11;0.14;3.0;10.0;41.0;5.0;5.0;0.23
0.3;0.16;1.12;11.0;23.0;19.0;10.0;9.0;1.1
0.27;0.18;0.76;14.0;37.0;21.0;8.0;4.0;0.91
0.24;0.19;0.4;21.0;42.0;30.0;9.0;5.0;0.71
0.21;0.13;0.13;3.0;31.0;43.0;6.0;6.0;0.35
0.34;0.14;0.15;12.0;32.0;42.0;8.0;8.0;0.85
0.19;0.1;0.14;3.0;27.0;45.0;6.0;7.0;0.33
0.17;0.11;0.13;3.0;28.0;47.0;6.0;5.0;0.31
0.26;0.14;0.16;4.0;32.0;46.0;8.0;4.0;0.61
0.36;0.13;1.06;10.0;37.0;39.0;8.0;4.0;1.32
0.32;0.2;0.26;5.0;38.0;29.0;9.0;3.0;2.25
0.29;0.11;0.46;8.0;35.0;28.0;6.0;5.0;1.21
0.11;0.1;0.15;6.0;25.0;46.0;3.0;7.0;0.32
0.14;0.11;0.15;5.0;15.0;45.0;5.0;8.0;0.43
0.14;0.11;0.22;4.0;13.0;44.0;4.0;4.0;0.51
0.37;0.32;0.81;14.0;28.0;25.0;9.0;10.0;1.26
0.22;0.15;0.85;13.0;18.0;41.0;6.0;9.0;1.21
0.18;0.12;0.47;33.0;23.0;39.0;6.0;6.0;4.67
0.5;0.63;2.84;51.0;39.0;25.0;13.0;10.0;3.07
0.33;0.27;2.14;103.0;41.0;41.0;13.0;8.0;1.87
0.08;0.1;0.1;20.0;8.0;58.0;5.0;6.0;0.18
0.1;0.09;0.13;3.0;8.0;52.0;3.0;3.0;0.28
0.15;0.11;0.29;11.0;16.0;35.0;5.0;5.0;0.72
0.15;0.11;0.28;5.0;13.0;42.0;6.0;8.0;0.7
0.17;0.14;0.29;33.0;18.0;44.0;10.0;7.0;1.01
0.26;0.12;0.38;36.0;17.0;46.0;10.0;7.0;0.89
0.17;0.14;0.26;9.0;20.0;43.0;11.0;4.0;0.64
0.14;0.1;0.24;22.0;16.0;42.0;9.0;4.0;0.53
0.41;0.28;0.83;22.0;25.0;31.0;14.0;9.0;1.49
0.46;0.19;1.31;36.0;33.0;28.0;18.0;10.0;1.89
0.34;0.02;0.77;19.0;20.0;37.0;17.0;6.0;1.22
0.28;0.27;0.46;25.0;17.0;43.0;18.0;6.0;1.01
0.35;0.41;1.43;25.0;20.0;23.0;16.0;5.0;2.03
0.29;0.48;0.61;6.0;27.0;31.0;10.0;5.0;1.18
0.29;0.56;0.73;7.0;19.0;24.0;9.0;5.0;1.39
0.18;0.6;0.62;5.0;14.0;36.0;9.0;6.0;0.67
0.17;0.66;1.12;8.0;22.0;24.0;7.0;4.0;1.45
0.29;0.75;1.16;13.0;25.0;18.0;10.0;8.0;1.45
0.22;0.78;0.98;11.0;14.0;38.0;8.0;7.0;1.1
0.17;0.89;0.41;14.0;15.0;47.0;5.0;10.0;0.85
0.17;0.96;0.2;9.0;14.0;45.0;5.0;12.0;0.6
0.13;1.0;0.26;5.0;9.0;48.0;5.0;5.0;0.67
0.11;1.05;0.14;2.0;7.0;53.0;4.0;7.0;0.34
0.35;0.94;0.65;11.0;21.0;31.0;10.0;6.0;1.01
0.51;0.9;2.75;20.0;26.0;23.0;11.0;7.0;2.58
0.33;0.9;2.51;22.0;24.0;23.0;16.0;17.0;1.6
0.33;0.76;2.51;17.0;21.5;30.5;11.5;15.0;1.6
0.33;0.63;2.51;12.0;19.0;38.0;7.0;13.0;1.6
0.15;0.44;2.26;9.0;15.0;52.0;4.0;8.0;0.62
0.16;0.51;1.08;6.0;11.0;51.0;4.0;7.0;0.66
0.14;0.54;0.55;5.0;9.0;45.0;6.0;7.0;0.68
0.35;0.67;1.35;22.0;28.0;29.0;8.0;9.0;1.6
0.28;0.61;1.68;16.0;18.0;28.0;8.0;9.0;1.3
0.14;0.37;0.7;4.0;12.0;39.0;7.0;6.0;0.85
0.32;0.38;0.99;14.0;22.0;24.0;14.0;5.0;1.57
0.29;0.38;0.83;8.0;24.0;32.0;14.0;8.0;1.12
0.18;0.42;0.36;5.0;14.0;46.0;5.0;8.0;0.76
0.24;0.51;0.22;4.0;10.0;49.0;5.0;7.0;0.59
0.24;0.55;0.31;6.0;11.0;41.0;5.0;8.0;0.71
0.15;0.53;0.14;8.0;16.0;50.0;4.0;3.0;0.41
0.26;0.65;0.35;11.0;19.0;42.0;5.0;8.0;0.84
0.44;0.9;1.04;23.0;28.0;31.0;8.0;8.0;1.32
0.43;1.02;1.67;22.0;25.0;29.0;9.0;4.0;1.81
0.61;1.13;1.83;22.0;25.0;22.0;13.0;8.0;1.69
0.92;1.28;2.52;29.0;27.0;17.0;18.0;11.0;2.79
0.53;1.16;1.64;36.0;24.0;44.0;14.0;6.0;3.17
0.34;1.03;1.26;13.0;29.0;40.0;9.0;10.0;2.0
0.56;0.7;1.48;32.0;32.0;24.0;10.0;14.0;2.57
0.69;0.72;2.11;35.0;33.0;17.0;12.0;9.0;2.87
0.57;0.67;2.52;28.0;32.0;23.0;10.0;9.0;2.09
0.52;0.64;1.92;16.0;26.0;33.0;8.0;7.0;2.21
0.2;0.59;0.4;4.0;14.0;56.0;4.0;7.0;0.74
0.27;0.62;0.41;9.0;22.0;51.0;6.0;6.0;0.85
0.6;0.71;1.88;37.0;36.0;23.0;11.0;12.0;3.2
0.45;0.63;1.21;24.0;29.0;33.0;8.0;6.0;1.91
0.6;0.67;2.14;27.0;31.0;22.0;11.0;7.0;3.03
0.98;0.75;3.39;48.0;33.0;16.0;18.0;8.0;3.55
1.39;0.83;6.05;57.0;38.0;10.0;22.0;9.0;5.43
1.55;0.87;5.35;46.0;26.0;9.0;24.0;9.0;7.08
0.74;0.7;1.25;10.0;16.0;36.0;11.0;13.0;2.1
0.41;0.74;0.49;11.0;30.0;31.0;6.0;10.0;1.1
0.33;0.66;1.04;7.0;20.0;41.0;6.0;9.0;1.04
0.66;0.72;1.89;36.0;32.0;19.0;13.0;8.0;2.51
0.63;0.7;2.37;27.0;26.0;28.0;21.0;10.0;3.16
0.66;0.75;2.66;17.0;26.0;28.0;12.0;13.0;3.41
0.24;0.65;0.97;3.0;14.0;53.0;4.0;8.0;1.82
0.57;0.71;1.35;21.0;31.0;25.0;11.0;11.0;2.2
0.59;0.7;5.14;18.0;26.0;20.0;11.0;8.0;4.25
0.91;0.74;3.82;47.0;37.0;12.0;16.0;9.0;3.5
1.03;0.78;3.21;37.0;35.0;16.0;18.0;7.0;4.25
1.2;0.85;3.8;51.0;38.0;14.0;18.0;11.0;4.17
0.73;0.72;2.14;19.0;27.0;24.0;14.0;9.0;3.42
0.39;0.65;0.93;8.0;20.0;35.0;10.0;16.0;2.6
0.48;0.66;1.21;22.0;29.0;27.0;11.0;10.0;1.95
1.43;0.86;4.99;110.0;37.0;5.0;22.0;11.0;5.72
1.4;0.86;7.39;107.0;42.0;6.0;22.0;14.0;8.27
0.24;0.64;0.39;5.0;19.0;50.0;6.0;8.0;0.87
0.43;0.63;3.45;25.0;30.0;31.0;7.0;6.0;6.86
0.83;0.67;2.43;34.0;28.0;11.0;16.0;4.0;2.47
1.23;0.77;3.33;45.0;26.0;9.0;24.0;4.0;3.86
1.44;0.85;5.96;85.0;40.0;7.0;26.0;6.0;6.9
1.33;0.74;15.98;99.0;43.0;8.0;27.0;7.0;7.01
0.72;0.65;4.01;46.0;43.0;15.0;18.0;8.0;4.13
1.52;0.72;5.25;59.0;38.0;8.0;20.0;9.0;6.09
1.52;0.82;5.71;90.0;38.0;4.0;26.0;10.0;10.75
1.35;0.79;3.82;54.0;38.0;8.0;23.0;7.0;4.85
1.57;0.8;3.63;58.0;34.0;5.0;28.0;9.0;4.82
1.11;0.65;2.56;62.0;33.0;8.0;25.0;7.0;3.86
1.07;0.64;2.55;48.5;33.5;7.0;25.5;10.0;3.8
1.03;0.64;2.55;35.0;34.0;6.0;26.0;13.0;3.73
0.74;0.59;1.45;29.0;37.0;21.0;13.0;19.0;2.06
0.29;0.55;0.99;16.0;25.0;39.0;6.0;12.0;0.93
0.32;0.54;0.32;15.0;28.0;43.0;5.0;5.0;0.86
0.24;0.52;0.21;8.0;20.0;50.0;6.0;8.0;0.79
0.34;0.54;0.53;9.0;26.0;39.0;7.0;7.0;1.17
0.17;0.5;0.24;5.0;14.0;7.0;5.0;9.0;0.62
0.24;0.49;0.25;5.0;19.0;13.0;6.0;4.0;0.52
0.59;0.6;1.41;36.0;43.0;19.0;10.0;10.0;1.56
0.6;0.59;1.32;33.0;43.0;25.0;9.0;11.0;2.27
0.24;0.49;0.41;12.0;24.0;43.0;5.0;8.0;1.05
0.34;0.47;0.61;12.0;22.0;43.0;8.0;7.0;0.9
1.12;0.68;3.07;52.0;40.0;4.0;16.0;10.0;4.11
0.54;0.56;0.91;28.0;39.0;22.0;10.0;8.0;1.67
0.57;0.51;1.06;37.0;32.0;26.0;9.0;7.0;1.74
0.73;0.58;1.66;58.0;45.0;24.0;12.0;8.0;2.15
0.97;0.63;3.37;81.0;43.0;8.0;16.0;7.0;3.11
0.8;0.57;2.63;71.0;31.0;22.0;14.0;9.0;3.12
0.94;0.63;1.72;44.0;38.0;14.0;16.0;13.0;2.55
1.05;0.6;1.64;36.0;39.0;7.0;18.0;10.0;3.02
1.72;0.92;4.96;150.0;49.0;4.0;23.0;11.0;9.42
0.95;0.63;2.8;99.0;27.0;19.0;15.0;11.0;4.84
0.38;0.46;0.74;17.0;34.0;27.0;6.0;9.0;1.75
0.51;0.47;0.5;17.0;34.0;22.0;8.0;5.0;1.34
0.44;0.45;0.38;9.0;21.0;37.0;9.0;2.0;0.73
0.65;0.54;0.85;31.0;36.0;14.0;15.0;4.0;1.61
0.31;0.45;0.23;9.0;21.0;41.0;8.0;5.0;0.52
0.28;0.42;0.22;10.0;21.0;52.0;6.0;3.0;0.66
0.29;0.42;0.26;12.0;28.0;47.0;6.0;3.0;0.83
0.39;0.47;0.58;17.0;34.0;41.0;7.0;10.0;1.24
0.28;0.43;0.24;13.0;29.0;45.0;5.0;5.0;0.6
0.24;0.36;0.16;4.0;18.0;51.0;5.0;4.0;0.45
0.49;0.39;0.35;12.0;29.0;28.0;7.0;6.0;0.93
0.4;0.4;0.14;6.0;23.0;39.0;5.0;5.0;0.55
0.42;0.42;0.34;17.0;33.0;31.0;6.0;5.0;0.81
0.66;0.48;1.18;25.0;38.0;14.0;12.0;8.0;1.24
0.84;0.48;0.76;32.0;29.0;13.0;15.0;6.0;1.52
0.93;0.49;1.35;57.0;41.0;13.0;18.0;6.0;1.95
1.03;0.53;2.13;69.0;48.0;12.0;21.0;8.0;2.34
0.9;0.65;2.08;20.0;38.0;12.0;18.0;8.0;2.07
0.91;0.9;2.09;27.0;34.0;17.0;16.0;7.0;2.1
0.9;0.89;2.08;77.0;47.0;11.0;22.0;9.0;2.07
0.78;0.78;2.04;49.0;48.0;16.0;18.0;14.0;1.8
1.06;1.99;3.74;77.0;49.0;16.0;21.0;15.0;3.6
0.78;1.4;2.65;33.0;51.0;7.0;21.0;14.0;1.88
1.03;0.81;3.13;57.0;44.0;12.0;18.0;12.0;3.18
0.98;0.8;2.92;53.0;46.0;11.0;18.0;9.0;2.95
1.08;0.92;3.29;39.0;46.0;7.0;22.0;17.0;3.52
0.97;0.8;2.92;48.0;38.0;13.0;17.0;15.0;2.91
0.81;0.8;2.22;78.0;39.0;25.0;16.0;8.0;2.82
0.39;0.56;0.65;15.0;27.0;52.0;6.0;8.0;1.49
0.47;0.62;0.76;33.0;27.0;50.0;7.0;10.0;1.86
0.34;0.57;0.62;14.0;26.0;51.0;4.0;7.0;1.15
0.27;0.53;0.25;5.0;16.0;57.0;6.0;6.0;0.52
0.24;0.56;0.28;4.0;16.0;54.0;5.0;8.0;0.73
0.47;0.58;0.75;10.0;34.0;29.0;8.0;9.0;1.31
0.92;0.92;2.42;58.0;40.0;8.0;16.0;11.0;3.46
0.98;0.88;3.23;65.0;34.0;9.0;13.0;8.0;4.86
1.0;1.05;1.74;57.0;35.0;4.0;18.0;10.0;2.69
1.02;1.09;1.73;68.0;41.0;5.0;11.0;11.0;2.7
0.19;0.55;0.24;4.0;11.0;66.0;5.0;11.0;0.53
0.12;0.51;0.15;4.0;10.0;67.0;7.0;5.0;0.34
0.26;0.54;0.35;12.0;22.0;50.0;9.0;8.0;0.84
0.66;0.84;1.1;33.0;34.0;15.0;13.0;13.0;2.32
0.37;0.61;0.53;8.0;29.0;40.0;9.0;12.0;1.23
0.71;0.72;1.16;38.0;39.0;16.0;18.0;15.0;2.58
0.67;0.69;1.49;35.0;28.0;27.0;16.0;8.0;2.41
0.38;0.58;0.26;5.0;22.0;50.0;5.0;5.0;0.62
0.65;0.77;1.33;13.0;32.0;21.0;14.0;6.0;1.16
0.6;0.74;0.93;23.0;36.0;28.0;10.0;10.0;1.52
0.46;0.66;0.61;13.0;29.0;43.0;8.0;14.0;1.23
0.43;0.61;0.4;7.0;25.0;45.0;11.0;9.0;0.93
1.04;0.93;2.13;50.0;38.0;6.0;20.0;11.0;3.21
0.62;0.75;0.88;17.0;35.0;29.0;11.0;10.0;1.74
0.91;0.86;2.57;32.0;32.0;16.0;15.0;8.0;2.55
0.45;0.66;1.14;13.0;21.0;27.0;10.0;7.0;1.66
0.56;0.74;1.54;47.0;29.0;38.0;11.0;13.0;2.81
0.57;0.67;1.18;24.0;32.0;38.0;12.0;11.0;1.95
0.76;0.93;2.17;33.0;37.0;17.0;15.0;14.0;2.5
0.52;0.65;0.77;15.0;31.0;31.0;10.0;10.0;1.47
0.48;0.67;0.86;25.0;27.0;34.0;17.0;8.0;1.61
0.1;0.44;0.1;2.0;6.0;68.0;11.0;5.0;0.2
0.23;0.53;0.13;3.0;14.0;61.0;7.0;8.0;0.33
0.38;0.61;1.06;15.0;30.0;36.0;9.0;4.0;1.0
0.56;0.48;1.08;37.0;27.0;36.0;10.0;8.0;1.85
0.66;0.3;1.6;12.0;26.0;54.0;13.0;11.0;2.94
0.58;0.34;1.08;7.0;35.0;41.0;11.0;6.0;2.04
0.54;0.29;1.19;4.0;23.0;41.0;10.0;5.0;1.78
0.53;0.26;0.32;3.0;18.0;43.0;14.0;6.0;1.39
0.68;0.3;0.9;6.0;21.0;35.0;16.0;3.0;2.02
0.64;0.29;0.82;5.56;20.44;36.89;15.56;3.33;1.91
0.3;0.24;0.14;2.0;16.0;52.0;12.0;6.0;1.07
0.36;0.31;0.2;3.0;18.0;48.0;15.0;8.0;1.36
0.67;0.35;0.67;9.0;32.0;39.0;17.0;6.0;2.37
0.89;0.36;1.66;8.0;31.0;43.0;22.0;5.0;2.28
1.7;0.59;6.8;71.0;46.0;12.0;28.0;12.0;7.03
1.2;0.44;6.64;32.0;32.0;19.0;16.0;18.0;5.1
0.74;0.34;1.9;19.0;30.0;32.0;9.0;5.0;2.75
0.5;0.33;1.61;7.0;22.0;45.0;9.0;7.0;1.86
0.43;0.33;0.24;3.0;13.0;59.0;10.0;9.0;0.86
0.84;0.38;1.15;18.0;22.0;40.0;13.0;6.0;2.91
0.71;0.35;1.6;17.0;26.0;35.0;12.0;4.0;3.06
0.82;0.42;4.4;12.0;25.0;30.0;11.0;5.0;4.23
0.57;0.35;3.29;11.0;22.0;42.0;11.0;5.0;4.09
0.52;0.39;1.59;8.0;26.0;43.0;8.0;7.0;1.66
0.43;0.3;0.33;4.0;20.0;48.0;9.0;3.0;1.55
0.64;0.35;1.08;4.0;19.0;47.0;14.0;5.0;1.38
0.63;0.35;3.77;11.0;25.0;37.0;13.0;7.0;2.47
